3962	14	3927	1926-##-##	1929-##-##
2523	14	4292	1998-##-##	2008-##-##
4305	17	6133	1998-##-##	1998-##-##
5119	15	4985	1972-##-##	####-##-##
10797	22	9556	2008-##-##	2010-##-##
1838	17	6461	1992-##-##	1992-##-##
12330	22	10369	2002-##-##	2005-##-##
11907	22	10789	2003-##-##	2005-##-##
2069	6	2070	1859-##-##	1866-##-##
12155	22	9991	2002-##-##	2002-##-##
9161	21	9471	1933-##-##	1933-##-##
11813	22	11814	2008-##-##	2009-##-##
9228	20	6780	1932-##-##	1932-##-##
8434	17	6614	1965-##-##	1965-##-##
11629	22	9757	2000-##-##	2003-##-##
308	1	165	####-##-##	2015-##-##
7652	17	6172	1991-##-##	1991-##-##
8747	17	7186	1995-##-##	1995-##-##
2764	9	2492	1977-##-##	####-##-##
7392	17	7362	2012-##-##	2012-##-##
2758	9	2686	1965-##-##	####-##-##
754	1	125	1790-##-##	1871-##-##
12430	22	9695	1989-##-##	1991-##-##
7652	17	7333	1993-##-##	1993-##-##
5411	16	5536	2009-##-##	2009-##-##
11970	22	9636	2007-##-##	2009-##-##
12347	22	9645	2015-##-##	####-##-##
11504	22	9549	2002-##-##	2003-##-##
12051	22	10435	2010-##-##	2011-##-##
2138	7	2236	2016-##-##	####-##-##
11219	22	10733	2005-##-##	2006-##-##
5850	17	8153	2014-##-##	2014-##-##
7372	17	6603	1960-##-##	1960-##-##
8490	17	6943	1992-##-##	1992-##-##
7570	23	12516	####-##-##	1956-##-##
11048	22	9774	2009-##-##	2011-##-##
5938	17	5939	2003-##-##	2003-##-##
390	1	162	1968-##-##	####-##-##
1699	2	1672	1984-##-##	####-##-##
1980	5	1982	2014-##-##	####-##-##
892	1	865	####-##-##	2014-##-##
1357	1	1142	1871-##-##	1920-##-##
4780	14	3456	2011-##-##	2015-##-##
8253	17	6961	2001-##-##	2001-##-##
5455	16	5462	2002-##-##	2002-##-##
8827	17	7661	2010-##-##	2010-##-##
7700	17	7425	1986-##-##	1986-##-##
2163	6	2128	####-##-##	1991-##-##
5479	16	5486	1973-##-##	1973-##-##
4796	14	3456	2010-##-##	2015-##-##
5320	15	4971	2016-##-##	####-##-##
5364	15	4971	2016-##-##	####-##-##
1580	1	233	2015-##-##	####-##-##
5212	15	4971	2016-##-##	####-##-##
2886	9	2887	1946-##-##	1954-##-##
1921	5	1986	1972-##-##	####-##-##
2106	16	5752	2007-##-##	2007-##-##
1654	1	357	2015-##-##	####-##-##
595	1	125	1920-##-##	####-##-##
8573	20	7092	1911-##-##	1911-##-##
3958	14	3959	2015-##-##	####-##-##
8590	17	6331	1932-##-##	1932-##-##
5797	20	6150	1939-##-##	1939-##-##
1643	1	123	1871-##-##	####-##-##
10744	22	10094	2006-##-##	####-##-##
11808	22	10268	2006-##-##	2006-##-##
216	1	159	1968-##-##	####-##-##
5230	15	4973	####-##-##	2016-##-##
8926	17	7415	1949-##-##	1949-##-##
3579	14	3437	1966-##-##	1992-##-##
11048	22	10763	2004-##-##	2005-##-##
4961	14	4962	1873-##-##	1878-##-##
11301	22	11303	2012-##-##	####-##-##
1045	1	125	1790-##-##	1871-##-##
1189	1	1142	1871-##-##	1920-##-##
1728	2	1672	1998-##-##	####-##-##
5843	17	5915	1999-##-##	1999-##-##
4583	14	4116	1949-##-##	1952-##-##
11223	22	11102	2003-##-##	2004-##-##
11351	22	10171	2015-##-##	####-##-##
10832	22	10671	2010-##-##	2010-##-##
2345	8	2344	2014-##-##	####-##-##
3208	12	2082	####-##-##	1861-##-##
2680	14	4351	2005-##-##	2009-##-##
9928	22	9929	2011-##-##	2011-##-##
5411	16	5538	2012-##-##	2012-##-##
4806	14	3455	2015-##-##	2017-##-##
11444	22	9973	2007-##-##	2007-##-##
9018	23	3023	####-##-##	1962-##-##
10923	22	10564	1993-##-##	1994-##-##
1730	2	1671	1975-##-##	####-##-##
8998	17	8852	1978-##-##	1978-##-##
11590	22	10303	2002-##-##	2002-##-##
9400	20	7917	1999-##-##	1999-##-##
3216	14	3887	2003-##-##	2006-##-##
3581	14	3555	1919-##-##	1922-##-##
7635	17	7636	1958-##-##	1958-##-##
11799	22	11274	2006-##-##	2006-##-##
10906	22	10388	2011-##-##	2012-##-##
5236	15	4971	2017-##-##	####-##-##
4300	14	3667	1960-##-##	1961-##-##
7834	23	12542	1984-##-##	1988-##-##
11308	22	10536	2007-##-##	2008-##-##
1280	1	129	1790-##-##	1871-##-##
6790	17	6564	2003-##-##	2003-##-##
8921	17	6915	1999-##-##	1999-##-##
3890	14	3891	1995-##-##	2001-##-##
8291	17	6096	1976-##-##	1976-##-##
6241	17	5873	1838-##-##	1838-##-##
10923	22	10625	1979-##-##	1981-##-##
2445	8	2446	####-##-##	2008-##-##
11316	22	9966	2015-##-##	####-##-##
10014	22	10015	1999-##-##	1999-##-##
4204	14	3437	1989-##-##	2015-##-##
1744	2	1694	1988-##-##	####-##-##
5389	20	9185	2003-##-##	2003-##-##
4230	14	4231	2002-##-##	2004-##-##
12271	22	10800	2012-##-##	2015-##-##
12406	22	10016	1999-##-##	1999-##-##
575	1	129	1790-##-##	1871-##-##
3035	10	3002	1977-##-##	2007-##-##
5210	15	4973	####-##-##	2016-##-##
3311	13	3245	1988-##-##	####-##-##
12319	22	5656	2003-##-##	2004-##-##
11504	22	9576	2001-##-##	2002-##-##
11271	22	11102	1997-##-##	1998-##-##
8136	20	6179	2007-##-##	2007-##-##
11800	22	9699	1996-##-##	2001-##-##
2144	6	2009	1867-##-##	1918-##-##
8926	20	6760	1950-##-##	1950-##-##
5411	16	5522	1987-##-##	1987-##-##
5455	16	5457	1993-##-##	1993-##-##
2291	8	2290	2011-##-##	####-##-##
3960	14	3961	1912-##-##	1916-##-##
7878	17	7448	1930-##-##	1930-##-##
2443	8	2444	1946-##-##	1961-##-##
3795	14	3796	1915-##-##	1921-##-##
8629	17	7254	1985-##-##	1985-##-##
4371	14	4051	2016-##-##	####-##-##
7884	20	6163	1954-##-##	1954-##-##
2846	17	7469	1983-##-##	1983-##-##
4086	14	3431	2004-##-##	2007-##-##
4914	14	4746	1786-##-##	1796-##-##
4019	14	4020	1928-##-##	1933-##-##
6862	17	6236	2008-##-##	2008-##-##
6195	17	6196	1960-##-##	1960-##-##
7578	17	7579	2012-##-##	2012-##-##
4999	15	5001	2004-##-##	2004-##-##
12071	22	9894	2006-##-##	2008-##-##
10616	22	10083	2012-##-##	2012-##-##
6439	17	6440	1977-##-##	1977-##-##
5215	15	5010	2015-##-##	####-##-##
3758	14	3495	1965-##-##	1966-##-##
298	1	299	1962-##-##	####-##-##
11979	22	9892	2014-##-##	2014-##-##
6414	17	6418	1979-##-##	1979-##-##
7025	17	5804	1944-##-##	1944-##-##
11717	22	11714	2003-##-##	2003-##-##
5307	15	5000	2004-##-##	2004-##-##
7943	17	7196	1988-##-##	1988-##-##
10529	22	9546	1988-##-##	1996-##-##
7393	17	8788	1986-##-##	1986-##-##
9312	20	6780	1901-##-##	1901-##-##
1540	1	148	1790-##-##	1968-##-##
5127	15	4971	2016-##-##	####-##-##
4642	14	4076	2001-##-##	2003-##-##
9778	22	9779	1995-##-##	1998-##-##
9441	21	9477	1988-##-##	1988-##-##
4797	14	3454	2017-##-##	####-##-##
1164	1	1142	1871-##-##	1920-##-##
9077	17	9078	2011-##-##	2011-##-##
10473	22	10015	2007-##-##	2010-##-##
11971	22	9734	2015-##-##	####-##-##
5446	16	5594	1989-##-##	1989-##-##
3862	14	3863	1969-##-##	1973-##-##
8637	20	8639	2007-##-##	2007-##-##
10612	22	9756	2015-##-##	2016-##-##
11694	22	9685	1996-##-##	1998-##-##
3088	11	3089	1997-##-##	2007-##-##
3008	17	7274	2000-##-##	2000-##-##
9396	20	6937	1962-##-##	1962-##-##
12213	22	10632	2009-##-##	2010-##-##
8147	20	7092	1950-##-##	1950-##-##
1460	1	343	2015-##-##	####-##-##
12185	22	10005	1991-##-##	1999-##-##
1143	1	953	1920-##-##	####-##-##
12137	22	10967	2007-##-##	2014-##-##
11268	22	11250	2003-##-##	2003-##-##
2404	14	3455	2015-##-##	2017-##-##
12422	22	10893	2009-##-##	2010-##-##
7182	22	10258	1986-##-##	1994-##-##
5760	20	6159	2006-##-##	2006-##-##
169	6	173	1701-##-##	1866-##-##
10194	22	9552	2005-##-##	2006-##-##
6258	17	5836	1983-##-##	1983-##-##
11022	22	9990	1986-##-##	1987-##-##
7182	17	6570	1994-##-##	1994-##-##
7951	17	6262	1975-##-##	1975-##-##
11674	22	9668	2003-##-##	2004-##-##
12148	22	10369	2016-##-##	####-##-##
11867	22	9587	2000-##-##	2002-##-##
10706	22	10106	1993-##-##	2009-##-##
4886	14	3649	1934-##-##	1934-##-##
11015	22	10759	2009-##-##	2009-##-##
4993	15	4973	####-##-##	2015-##-##
7957	17	6619	1991-##-##	1991-##-##
8503	20	6780	1965-##-##	1965-##-##
9076	20	7862	1996-##-##	1996-##-##
2783	9	2493	1992-##-##	####-##-##
11002	22	9645	2008-##-##	2008-##-##
8906	17	6611	2008-##-##	2008-##-##
10476	22	10224	2002-##-##	2015-##-##
11023	22	9825	1987-##-##	1988-##-##
11419	22	9920	1995-##-##	1995-##-##
11634	22	10064	2001-##-##	2002-##-##
1141	1	953	1790-##-##	1871-##-##
8417	20	6028	2007-##-##	2007-##-##
6499	20	7400	1997-##-##	1997-##-##
9108	20	9109	2000-##-##	2000-##-##
12459	22	9888	2012-##-##	2013-##-##
12422	22	10893	2011-##-##	2012-##-##
1345	1	953	1790-##-##	1871-##-##
11937	22	9633	2007-##-##	2008-##-##
12415	22	9592	1998-##-##	2002-##-##
1846	23	12520	1945-##-##	1950-##-##
11712	22	10561	2009-##-##	2009-##-##
12118	22	10388	1996-##-##	1997-##-##
12451	22	9769	2005-##-##	2006-##-##
6814	20	6875	1997-##-##	1997-##-##
8235	20	8236	2004-##-##	2004-##-##
1736	2	1672	1950-##-##	####-##-##
10465	22	9847	2002-##-##	2002-##-##
1850	23	2951	####-##-##	1941-##-##
9726	22	9729	2009-##-##	2009-##-##
47	1	176	1928-##-##	1930-##-##
11515	22	10925	1999-##-##	1999-##-##
6	0	8	1425-##-##	1441-##-##
1322	1	129	1790-##-##	1871-##-##
7290	20	6497	1982-##-##	1982-##-##
10851	22	9926	2008-##-##	2011-##-##
8542	17	6008	1975-##-##	1975-##-##
11707	22	9631	2013-##-##	2014-##-##
11985	22	10787	1978-##-##	1979-##-##
6295	17	6297	2016-##-##	2016-##-##
11348	22	9941	2004-##-##	2004-##-##
1301	1	129	1790-##-##	1871-##-##
7170	20	7092	1946-##-##	1946-##-##
3174	14	3976	1992-##-##	1993-##-##
7781	20	7782	2009-##-##	2009-##-##
11335	22	9991	2001-##-##	2003-##-##
6114	17	6117	1993-##-##	1993-##-##
3075	17	5947	1980-##-##	1980-##-##
2911	9	2484	1869-##-##	####-##-##
8363	17	8364	2012-##-##	2012-##-##
7964	17	7967	2005-##-##	2005-##-##
5671	17	7513	1994-##-##	1994-##-##
8763	17	7837	2003-##-##	2003-##-##
907	1	837	####-##-##	1973-##-##
11648	22	9985	2009-##-##	2010-##-##
9805	22	9807	2011-##-##	2012-##-##
8309	17	5959	2008-##-##	2008-##-##
2342	8	2343	2005-##-##	####-##-##
8469	20	5762	1962-##-##	1962-##-##
3381	13	3269	2012-##-##	####-##-##
12034	22	10630	2002-##-##	2003-##-##
2693	17	5951	1944-##-##	1944-##-##
11256	22	10614	2006-##-##	2007-##-##
1525	6	884	1991-##-##	####-##-##
11755	22	9746	1971-##-##	1975-##-##
5326	15	4973	####-##-##	2015-##-##
4652	17	6368	1998-##-##	1998-##-##
4129	14	4130	2002-##-##	2004-##-##
12157	22	10927	2012-##-##	2014-##-##
9402	20	5762	1927-##-##	1927-##-##
12493	22	10161	1965-##-##	1966-##-##
9029	20	6678	2008-##-##	2008-##-##
2677	9	2610	1945-##-##	####-##-##
2203	14	3667	1978-##-##	1979-##-##
3090	17	5947	1943-##-##	1943-##-##
399	1	171	1933-##-##	1945-##-##
2979	17	6190	1954-##-##	1954-##-##
387	1	388	1989-##-##	2004-##-##
2803	14	3450	2009-##-##	2013-##-##
474	1	148	1790-##-##	1968-##-##
3088	11	3110	2007-##-##	####-##-##
2191	14	4912	1940-##-##	1943-##-##
12134	22	10790	2004-##-##	2006-##-##
11037	22	10383	2006-##-##	2007-##-##
2072	6	28	1990-##-##	1991-##-##
9444	21	9447	1970-##-##	1970-##-##
2106	16	5735	1963-##-##	1963-##-##
4246	14	3476	1962-##-##	1969-##-##
12381	22	9709	2007-##-##	2008-##-##
10937	22	6517	2015-##-##	2016-##-##
5153	15	4971	2013-##-##	####-##-##
8592	17	7348	2009-##-##	2009-##-##
4627	14	3877	1846-##-##	1848-##-##
5727	17	6675	2012-##-##	2012-##-##
8473	17	5942	1935-##-##	1935-##-##
11139	22	10284	1983-##-##	1988-##-##
4639	14	3707	2011-##-##	2015-##-##
488	1	28	1917-##-##	1928-##-##
11546	22	9601	2006-##-##	2006-##-##
2906	17	5863	2014-##-##	2014-##-##
745	1	747	1945-##-##	1975-##-##
4191	14	3431	1997-##-##	2002-##-##
8481	17	8482	2006-##-##	2006-##-##
6796	17	6800	2013-##-##	2013-##-##
11844	22	9887	2009-##-##	2011-##-##
8197	20	5762	1952-##-##	1952-##-##
10732	22	10733	2002-##-##	2003-##-##
11088	22	9992	1998-##-##	2000-##-##
6208	17	6209	1954-##-##	1954-##-##
598	21	9449	1743-##-##	1743-##-##
11016	22	10979	1981-##-##	1982-##-##
2470	17	7051	1993-##-##	1993-##-##
3989	14	3457	2005-##-##	2010-##-##
1827	4	1828	1998-##-##	1998-##-##
10199	22	10200	2012-##-##	2014-##-##
4960	14	3447	1607-##-##	1611-##-##
11608	22	11489	1998-##-##	1999-##-##
9997	22	9568	2002-##-##	2004-##-##
4937	14	3455	2015-##-##	2017-##-##
11602	22	11027	2014-##-##	2014-##-##
8513	17	7189	1997-##-##	1997-##-##
3404	13	3247	1980-##-##	####-##-##
10690	22	10692	2015-##-##	####-##-##
11521	22	9564	2006-##-##	2006-##-##
10662	22	5653	1998-##-##	2008-##-##
3206	14	4739	1856-##-##	1856-##-##
9062	17	5800	2012-##-##	2012-##-##
5727	17	7838	2000-##-##	2000-##-##
11713	22	11714	2005-##-##	2006-##-##
9507	21	9457	1938-##-##	1938-##-##
11697	22	10632	1995-##-##	1996-##-##
2334	14	3423	2001-##-##	2013-##-##
3722	14	3573	1999-##-##	2003-##-##
3277	13	3252	1966-##-##	####-##-##
12012	22	9693	1990-##-##	1991-##-##
5758	20	6150	1995-##-##	1995-##-##
7992	20	7405	1970-##-##	1970-##-##
1058	1	666	2016-##-##	####-##-##
11774	22	9648	1939-##-##	1939-##-##
9801	22	9802	2015-##-##	####-##-##
9496	21	9488	2012-##-##	2012-##-##
10773	22	9785	2009-##-##	2010-##-##
5273	15	4973	####-##-##	2016-##-##
1877	20	7513	1983-##-##	1983-##-##
11024	22	9679	1997-##-##	2009-##-##
10139	22	10141	1990-##-##	1991-##-##
9082	17	6444	1999-##-##	1999-##-##
284	6	2008	1815-##-##	1866-##-##
5638	20	7092	1965-##-##	1965-##-##
8584	17	5937	2009-##-##	2009-##-##
11815	22	9918	2010-##-##	2010-##-##
10884	22	10278	2005-##-##	2006-##-##
1889	4	1829	1963-##-##	1963-##-##
11205	22	10926	2011-##-##	2012-##-##
1893	17	6235	1963-##-##	1963-##-##
1293	1	1210	1871-##-##	1920-##-##
10846	22	9585	2002-##-##	2003-##-##
8006	17	5836	1983-##-##	1983-##-##
1877	17	7513	1984-##-##	1984-##-##
5678	16	5680	1931-##-##	1931-##-##
11563	22	9995	1986-##-##	1988-##-##
11127	22	10360	1999-##-##	1999-##-##
5788	16	5795	2007-##-##	2007-##-##
11067	22	10350	2009-##-##	2009-##-##
7411	17	7128	2001-##-##	2001-##-##
12187	22	9563	1997-##-##	1998-##-##
12369	22	9851	1995-##-##	1995-##-##
7658	17	7275	2003-##-##	2003-##-##
8065	17	6257	1988-##-##	1988-##-##
6779	20	6780	1956-##-##	1956-##-##
3211	12	2120	1861-##-##	####-##-##
10318	22	10319	2012-##-##	2014-##-##
7497	20	6780	1934-##-##	1934-##-##
7828	17	7354	1953-##-##	1953-##-##
10898	22	9818	1995-##-##	1996-##-##
444	1	403	1949-##-##	1949-##-##
11324	22	10686	2004-##-##	2012-##-##
11481	22	10184	2009-##-##	2010-##-##
11261	22	9658	2009-##-##	2010-##-##
7557	17	7548	1988-##-##	1988-##-##
6053	17	8080	1995-##-##	1995-##-##
7426	17	7427	1951-##-##	1951-##-##
12190	22	10648	2010-##-##	2011-##-##
11892	22	10614	2001-##-##	2002-##-##
8281	17	5762	1960-##-##	1960-##-##
8779	17	5836	1976-##-##	1976-##-##
1898	4	1899	1945-##-##	1945-##-##
11915	22	10101	2014-##-##	2015-##-##
1941	5	1943	####-##-##	2016-##-##
4763	14	3454	2017-##-##	####-##-##
10934	22	10093	2012-##-##	2016-##-##
12020	22	11142	2008-##-##	2011-##-##
11631	22	11257	2013-##-##	2013-##-##
8674	20	7568	2010-##-##	2010-##-##
3198	12	170	####-##-##	1948-##-##
8779	17	6375	1983-##-##	1983-##-##
7493	17	6943	1969-##-##	1969-##-##
12259	22	10453	2006-##-##	2009-##-##
11698	22	10362	2010-##-##	####-##-##
306	1	307	2016-##-##	####-##-##
1857	14	3450	1998-##-##	####-##-##
1422	1	837	####-##-##	97-##-##
8753	20	6780	1947-##-##	1947-##-##
12146	22	10121	2010-##-##	2010-##-##
5840	20	7513	1985-##-##	1985-##-##
10425	22	10005	1977-##-##	1987-##-##
2229	17	6905	1981-##-##	1981-##-##
11594	22	9732	2006-##-##	2007-##-##
7167	17	7168	1947-##-##	1947-##-##
8763	20	7839	2004-##-##	2004-##-##
10503	22	9708	2007-##-##	2008-##-##
5071	15	4973	####-##-##	2015-##-##
673	1	163	####-##-##	1860-##-##
6343	17	5800	1998-##-##	1998-##-##
9308	20	5762	1945-##-##	1945-##-##
12249	22	10356	2011-##-##	2012-##-##
9705	22	9711	2008-##-##	2009-##-##
3029	17	2072	1950-##-##	1950-##-##
12290	22	10957	2005-##-##	2006-##-##
8536	20	7057	1983-##-##	1983-##-##
4267	14	4085	2005-##-##	2005-##-##
8579	20	5984	1997-##-##	1997-##-##
739	1	507	####-##-##	2014-##-##
11884	22	11383	2003-##-##	2007-##-##
11961	22	10116	2009-##-##	2010-##-##
5176	15	4971	2016-##-##	####-##-##
5479	16	5487	1974-##-##	1974-##-##
11867	22	10146	2001-##-##	2004-##-##
55	6	30	1784-##-##	1921-##-##
11252	22	9562	1986-##-##	1987-##-##
9413	20	7092	1952-##-##	1952-##-##
11803	22	10094	2001-##-##	2004-##-##
12499	22	11092	2007-##-##	2007-##-##
1779	3	1778	2007-##-##	####-##-##
1065	1	666	2016-##-##	####-##-##
9616	22	9618	1980-##-##	1985-##-##
11297	22	9917	2007-##-##	2007-##-##
4336	14	4339	1980-##-##	1982-##-##
9247	20	9248	2005-##-##	2005-##-##
4352	14	4081	2016-##-##	####-##-##
1425	1	122	1790-##-##	1871-##-##
916	1	917	####-##-##	2015-##-##
3769	14	3752	1834-##-##	1836-##-##
6792	17	5836	1988-##-##	1988-##-##
4586	17	5935	1937-##-##	####-##-##
5395	20	7768	2002-##-##	2002-##-##
7541	20	7542	2007-##-##	2007-##-##
10309	22	5155	2015-##-##	2015-##-##
11339	22	10127	2012-##-##	2013-##-##
12437	22	9585	2013-##-##	2013-##-##
11363	22	10538	2016-##-##	####-##-##
9269	20	6706	1909-##-##	1909-##-##
11403	22	6517	2004-##-##	2008-##-##
8708	17	6011	1948-##-##	1948-##-##
12452	22	9734	1998-##-##	1998-##-##
6325	17	6472	2006-##-##	2006-##-##
9014	17	6287	2014-##-##	2014-##-##
2534	9	2843	2006-##-##	2008-##-##
470	1	125	1790-##-##	1871-##-##
11764	22	9898	2001-##-##	2002-##-##
7575	20	6764	1986-##-##	1986-##-##
6975	17	6976	1985-##-##	1985-##-##
12081	22	10064	2014-##-##	2016-##-##
11880	22	9550	1998-##-##	2004-##-##
4911	14	3781	1908-##-##	1909-##-##
4801	14	3455	2015-##-##	2017-##-##
6053	20	8528	2006-##-##	2006-##-##
10579	22	9898	2014-##-##	2014-##-##
8024	20	6763	1975-##-##	1975-##-##
12285	22	10283	2009-##-##	2010-##-##
943	1	865	####-##-##	2014-##-##
7491	20	6706	1910-##-##	1910-##-##
8232	17	7051	1985-##-##	1985-##-##
6870	17	6871	2000-##-##	2000-##-##
11731	22	10743	2010-##-##	2011-##-##
8789	20	6706	1950-##-##	1950-##-##
2465	8	2466	1891-##-##	1923-##-##
6982	20	6763	1994-##-##	1994-##-##
2301	8	2302	1939-##-##	1958-##-##
6053	17	6054	1982-##-##	1982-##-##
11673	22	10639	2012-##-##	2013-##-##
10242	22	10248	1998-##-##	2005-##-##
12323	22	10522	2008-##-##	2010-##-##
3155	14	4234	1968-##-##	1969-##-##
9116	20	6099	1995-##-##	1995-##-##
12231	22	9688	2011-##-##	2012-##-##
5962	20	5971	2012-##-##	2012-##-##
3075	23	12505	1960-##-##	1965-##-##
2233	14	3481	1979-##-##	1999-##-##
11312	22	10415	2013-##-##	2013-##-##
8516	20	5762	1961-##-##	1961-##-##
11931	22	9790	1988-##-##	1992-##-##
5370	16	5373	1990-##-##	1990-##-##
7823	20	7919	1990-##-##	1990-##-##
8258	20	8269	2005-##-##	2005-##-##
2223	7	2224	1999-##-##	2003-##-##
12165	22	10299	2010-##-##	2011-##-##
7766	20	7280	1979-##-##	1979-##-##
11527	22	9996	1971-##-##	1971-##-##
1192	1	953	1920-##-##	####-##-##
6164	17	6125	2000-##-##	2000-##-##
6587	22	10041	1999-##-##	1999-##-##
8394	22	9701	1987-##-##	1988-##-##
9294	20	5798	1979-##-##	1979-##-##
12395	22	10528	1996-##-##	1997-##-##
7748	17	5988	1952-##-##	1952-##-##
4799	14	3456	2010-##-##	2015-##-##
12172	22	9990	1960-##-##	1962-##-##
8292	17	7159	1969-##-##	1969-##-##
2710	9	2612	1994-##-##	####-##-##
4466	14	4174	2001-##-##	2003-##-##
4813	14	3458	2001-##-##	2005-##-##
11872	22	10876	2006-##-##	2006-##-##
9814	22	9741	2001-##-##	2001-##-##
4879	14	4011	1978-##-##	1991-##-##
4663	14	3496	1953-##-##	1973-##-##
7931	17	6198	1977-##-##	1977-##-##
6227	17	5815	2005-##-##	2005-##-##
621	1	122	1790-##-##	1871-##-##
6464	17	6465	1983-##-##	1983-##-##
3621	14	3437	1967-##-##	1970-##-##
7061	17	6039	1981-##-##	1981-##-##
798	1	1005	1927-##-##	1930-##-##
2112	6	170	1990-##-##	####-##-##
12342	22	9614	1996-##-##	2000-##-##
8188	17	5870	1961-##-##	1961-##-##
12069	22	9888	2014-##-##	2015-##-##
10886	22	10210	1993-##-##	1995-##-##
4177	14	3733	2001-##-##	2003-##-##
3232	12	2060	1996-##-##	####-##-##
6010	17	5949	1953-##-##	1953-##-##
113	6	550	1917-##-##	1919-##-##
2534	9	2535	2001-##-##	2006-##-##
11046	22	9645	2006-##-##	2007-##-##
7977	20	9297	2007-##-##	2007-##-##
9188	20	6706	1913-##-##	1913-##-##
11517	22	10268	1980-##-##	1983-##-##
10550	22	9785	2005-##-##	2006-##-##
2761	17	6758	1860-##-##	1862-##-##
11962	22	9732	2008-##-##	2009-##-##
3298	13	3249	1976-##-##	####-##-##
9237	20	6012	1930-##-##	1930-##-##
10508	22	10510	2010-##-##	2010-##-##
12159	22	10632	2007-##-##	2008-##-##
11706	22	9594	2008-##-##	2008-##-##
1047	1	210	1968-##-##	####-##-##
9117	17	6941	2003-##-##	2003-##-##
11749	22	10661	2007-##-##	2007-##-##
10877	22	10497	2011-##-##	2016-##-##
5242	15	4973	####-##-##	2016-##-##
1912	7	2180	1976-##-##	1981-##-##
11188	22	9600	2008-##-##	2009-##-##
11765	22	9569	2004-##-##	2005-##-##
11906	22	9656	2004-##-##	2005-##-##
1677	9	2546	2002-##-##	####-##-##
6944	17	6947	1996-##-##	1996-##-##
5027	15	4973	####-##-##	2015-##-##
5411	16	5512	2000-##-##	2000-##-##
12432	22	9808	2000-##-##	2002-##-##
10653	22	10657	2000-##-##	2001-##-##
7146	17	6601	1983-##-##	1983-##-##
6779	20	6780	1948-##-##	1948-##-##
12252	22	10449	2006-##-##	2007-##-##
2071	6	28	1917-##-##	1922-##-##
12067	22	9974	1995-##-##	1998-##-##
8405	17	7432	1999-##-##	1999-##-##
3113	14	3491	1834-##-##	1834-##-##
10176	22	5651	1985-##-##	1986-##-##
4576	14	3481	1995-##-##	2007-##-##
11645	22	11165	2006-##-##	2007-##-##
12492	22	9562	2008-##-##	2009-##-##
6100	23	12553	####-##-##	1985-##-##
10941	22	10932	2014-##-##	2015-##-##
3295	13	3255	1989-##-##	####-##-##
11609	22	10370	1987-##-##	1992-##-##
11268	22	10445	2013-##-##	####-##-##
4595	14	3496	1989-##-##	2007-##-##
4763	14	3458	2001-##-##	2005-##-##
12038	22	10068	2011-##-##	2011-##-##
12309	22	10615	1995-##-##	1995-##-##
6053	20	8096	1994-##-##	1994-##-##
8494	17	5836	1966-##-##	1966-##-##
11374	22	9567	1998-##-##	2000-##-##
925	1	866	2015-##-##	####-##-##
8372	17	8373	2004-##-##	2004-##-##
5422	16	5423	1995-##-##	1995-##-##
8081	20	7887	2012-##-##	2012-##-##
12487	22	9574	1995-##-##	1996-##-##
11464	22	10526	2003-##-##	2003-##-##
11890	22	10778	2013-##-##	2014-##-##
514	15	4983	####-##-##	2014-##-##
4454	14	3454	2017-##-##	####-##-##
6250	17	6682	2006-##-##	2006-##-##
11769	22	9923	2005-##-##	2007-##-##
11729	22	9688	2007-##-##	2008-##-##
11056	22	9689	2013-##-##	2013-##-##
754	1	126	1871-##-##	1920-##-##
12276	22	9723	1979-##-##	1980-##-##
12003	22	10463	2016-##-##	####-##-##
8545	17	6470	1973-##-##	1973-##-##
10389	22	9740	2007-##-##	2008-##-##
6164	17	6165	2005-##-##	2005-##-##
3903	14	3694	1903-##-##	1912-##-##
5455	16	5452	2007-##-##	2007-##-##
7547	20	6667	1986-##-##	1986-##-##
5678	16	3243	2017-##-##	2017-##-##
8238	17	5975	1826-##-##	1826-##-##
7113	20	6387	2000-##-##	2000-##-##
5840	20	5665	1985-##-##	1985-##-##
4586	17	5818	1891-##-##	####-##-##
8587	17	6200	1998-##-##	1998-##-##
1104	1	815	2016-##-##	####-##-##
1338	1	1210	1871-##-##	1920-##-##
1441	1	125	1790-##-##	1871-##-##
6529	17	6512	1999-##-##	1999-##-##
7853	17	7020	2011-##-##	2011-##-##
8650	17	6514	1989-##-##	1989-##-##
10501	22	10424	2012-##-##	2014-##-##
3203	17	6262	1998-##-##	1998-##-##
12276	22	10709	1981-##-##	1981-##-##
8871	17	8248	1953-##-##	1953-##-##
10667	22	9990	1999-##-##	2000-##-##
7266	17	7226	1993-##-##	1993-##-##
11252	22	9575	1987-##-##	1990-##-##
3944	14	3696	1949-##-##	1971-##-##
3190	14	3429	1862-##-##	1862-##-##
268	9	2493	1993-##-##	####-##-##
11986	22	10719	2004-##-##	2005-##-##
11607	22	9689	2001-##-##	2001-##-##
6613	17	6615	1994-##-##	1994-##-##
1861	19	3327	2017-##-##	####-##-##
5446	16	5449	2010-##-##	2010-##-##
8395	17	8396	2010-##-##	2010-##-##
